['FAHGAY', 0.79, 2097.8, 1656.9, 0.64, 0.83, 5.43, 5.05, 5.04, 1.55]
['CADQOP', 1.1, 1747.7, 1916.8, 0.65, 0.59, 6.72, 4.82, 3.68, 1.04]
['KAVJEX01', 1.03, 1751.4, 1806.4, 0.62, 0.63, 9.53, 6.46, 3.93, 1.54]
['COWMIL', 1.24, 1484.2, 1837.8, 0.63, 0.52, 6.74, 5.53, 3.28, 1.05]
['COWMAD', 1.22, 1519.2, 1857.8, 0.64, 0.53, 6.74, 5.58, 3.33, 1.11]
['MUNPAN', 0.85, 2059.1, 1753.0, 0.66, 0.76, 7.43, 6.43, 4.71, 1.37]
['HOWPUF', 0.97, 1931.8, 1877.1, 0.65, 0.67, 7.93, 5.48, 4.15, 1.19]
['GAMXAV', 0.87, 1834.7, 1594.1, 0.7, 0.78, 12.83, 4.32, 4.6, 1.8]
['COWMOR', 1.25, 1483.5, 1849.8, 0.63, 0.52, 6.72, 5.56, 3.25, 1.07]
['UGUGUZ', 1.8, 241.5, 433.8, 0.43, 0.31, 4.77, 4.08, 2.29, 0.64]
['XEGKUR', 1.03, 1701.5, 1760.4, 0.6, 0.63, 6.6, 5.86, 3.91, 1.2]
['CADQAB', 1.12, 1758.3, 1961.4, 0.66, 0.58, 6.64, 4.78, 3.6, 0.84]
['ECUDOX', 2.34, 643.3, 1505.4, 0.56, 0.26, 6.82, 6.14, 1.76, 0.55]
['COWMEH', 1.21, 1538.3, 1855.9, 0.63, 0.54, 6.76, 5.53, 3.35, 1.11]
['EMIGUD', 1.49, 1422.3, 2125.4, 0.74, 0.44, 7.16, 4.94, 2.73, 0.56]
['TEMPEI', 0.59, 2906.8, 1722.2, 0.73, 1.26, 15.71, 10.87, 6.61, 3.66]
['IYUQEZ', 0.64, 1782.5, 1136.2, 0.63, 1.06, 14.23, 4.75, 6.13, 2.71]
['GUPCAW', 0.81, 2164.0, 1763.1, 0.67, 0.9, 13.65, 8.63, 4.92, 2.77]
['XEGKAX', 1.03, 1837.8, 1898.9, 0.61, 0.63, 7.82, 4.94, 3.9, 1.24]
['HOZTOG', 1.39, 1190.8, 1649.6, 0.59, 0.46, 8.7, 6.41, 2.92, 1.35]
['FECZAQ', 0.98, 1679.3, 1652.6, 0.61, 0.67, 8.48, 5.37, 4.08, 1.26]
['HURGEH', 1.02, 1789.1, 1824.0, 0.63, 0.62, 7.76, 5.17, 3.93, 1.25]
['PEFRID', 1.02, 831.0, 1094.6, 0.68, 0.64, 6.56, 5.47, 3.93, 1.21]
['NEXXEV', 0.7, 2217.6, 1556.7, 0.68, 0.92, 10.14, 9.6, 5.61, 2.03]
['MUSCIN', 0.99, 1658.6, 1647.2, 0.67, 0.66, 9.39, 7.67, 4.04, 1.31]
['PEKDAM', 0.82, 2313.5, 1904.3, 0.66, 0.78, 6.67, 5.26, 4.82, 1.49]
['NIGNUO', 0.77, 2152.7, 1665.6, 0.7, 0.89, 16.9, 3.73, 5.12, 2.14]
['ICODIP', 0.81, 1850.2, 1491.7, 0.68, 0.84, 12.62, 9.97, 4.88, 2.11]
['DIBQOW', 0.76, 2587.2, 1966.6, 0.7, 0.9, 9.38, 8.42, 5.18, 1.67]
['DOKDEN', 0.71, 2332.2, 1660.9, 0.72, 1.0, 15.14, 13.44, 5.52, 2.62]
['OYUSAD', 1.14, 1654.3, 1882.3, 0.67, 0.56, 6.76, 4.84, 3.51, 0.93]
['RAVWES', 0.44, 2758.6, 1211.2, 0.83, 1.81, 24.44, 23.63, 8.6, 5.31]
['NAYXOC', 1.11, 1377.3, 1528.5, 0.62, 0.55, 8.16, 4.39, 3.6, 0.9]
['TASZAQ', 0.61, 2242.4, 1367.3, 0.7, 1.21, 12.48, 11.21, 6.37, 3.69]
['XENKIM', 0.82, 2455.4, 2018.4, 0.69, 0.8, 7.33, 6.03, 4.8, 1.43]
['LOQLIN', 0.95, 1212.5, 1151.9, 0.72, 0.71, 14.26, 13.93, 4.17, 1.76]
['EXOZIB', 0.86, 2251.0, 1937.9, 0.65, 0.81, 8.82, 5.67, 4.6, 1.72]
['FAKLOU', 0.88, 1647.2, 1449.0, 0.63, 0.75, 9.13, 8.03, 4.49, 1.52]
['TISHAF', 0.8, 2233.8, 1792.8, 0.71, 0.82, 10.63, 4.42, 4.91, 1.48]
['LENKIA', 1.31, 1095.3, 1435.2, 0.69, 0.48, 11.49, 10.73, 3.07, 1.05]
['OGURAK', 0.97, 1764.2, 1709.5, 0.67, 0.69, 9.49, 5.23, 4.08, 1.17]
['DIBQIQ', 0.78, 2618.3, 2035.9, 0.7, 0.86, 8.64, 7.63, 5.02, 1.48]
['WIZDEP', 1.29, 1121.8, 1447.4, 0.69, 0.5, 11.39, 10.51, 3.11, 1.07]
['RIBDEN', 0.93, 2255.5, 2102.8, 0.66, 0.71, 6.09, 5.1, 4.25, 1.21]
['ICODIP01', 0.81, 1820.9, 1482.2, 0.67, 0.85, 12.55, 9.93, 4.85, 2.13]
['KASRAZ', 0.99, 1906.8, 1880.9, 0.67, 0.67, 6.02, 4.14, 3.99, 1.07]
['XAJQAC', 0.89, 2001.4, 1771.4, 0.73, 0.75, 8.59, 7.42, 4.41, 1.1]
['DIBQEM', 0.81, 0.0, 0.0, 0.69, 0.84, 16.83, 3.48, 4.84, 1.96]
['SUKNOC', 0.73, 2423.1, 1757.0, 0.69, 0.97, 12.17, 11.41, 5.35, 2.8]
['FEFDAX', 0.83, 2320.2, 1922.4, 0.68, 0.81, 7.79, 6.38, 4.72, 1.51]
['FAKLIO', 0.75, 1969.3, 1483.7, 0.65, 0.88, 9.35, 8.41, 5.19, 1.75]
['UGUHAG', 1.73, 256.9, 444.9, 0.45, 0.33, 4.85, 4.37, 2.33, 0.71]
['XEGKEB', 1.06, 1644.2, 1738.5, 0.6, 0.61, 8.24, 5.69, 3.74, 1.16]
['FAYPIG', 0.74, 2207.7, 1638.7, 0.68, 0.95, 11.51, 6.01, 5.26, 2.42]
['XAHPUT', 0.18, 6301.4, 1125.9, 0.94, 5.15, 21.83, 20.59, 18.46, 14.93]
['XAHQAA', 0.17, 6250.1, 1065.2, 0.95, 5.44, 23.04, 21.61, 19.33, 15.72]
['XEGJOK', 1.07, 1580.1, 1684.5, 0.6, 0.6, 8.04, 5.66, 3.7, 1.16]
['NAYHAY', 1.05, 1651.0, 1726.5, 0.63, 0.63, 9.43, 7.54, 3.77, 1.38]
['SUNLET', 0.62, 2439.7, 1516.5, 0.71, 1.18, 14.88, 10.11, 6.21, 3.45]
['DOMCUE', 0.69, 1966.7, 1348.9, 0.74, 1.14, 18.25, 13.55, 5.63, 4]
['IYICUP', 1.02, 734.0, 749.1, 0.63, 0.61, 7.49, 5.24, 3.86, 0.99]
['WARJAC', 1.2, 1261.8, 1516.1, 0.57, 0.54, 6.28, 5.39, 3.31, 1.05]
['SETSOB', 0.81, 2758.7, 2247.0, 0.69, 0.83, 6.39, 4.99, 4.81, 1.32]
['RIBDAJ', 0.93, 2292.2, 2125.7, 0.66, 0.72, 5.98, 5.03, 4.22, 1.19]
['LENGAO', 0.97, 1897.1, 1837.2, 0.65, 0.69, 9.04, 6.63, 4.05, 1.82]
['HIFGIO', 0.73, 2180.1, 1594.1, 0.71, 0.97, 12.58, 12.06, 5.3, 2.46]
['RAYFAA', 0.96, 1496.5, 1435.6, 0.68, 0.73, 15.82, 9.45, 4.09, 2.07]
['WASTUG', 1.59, 1184.6, 1888.6, 0.63, 0.42, 10.47, 7.26, 2.52, 1.72]
['BUVYIB', 0.7, 2902.9, 1982.7, 0.71, 0.99, 10.82, 8.63, 5.49, 1.97]
['LETQAE', 0.94, 1148.0, 1190.0, 0.71, 0.82, 17.89, 17.21, 4.17, 2.62]
['HOWQAM', 1.01, 1953.2, 1982.5, 0.71, 0.65, 6.83, 5.31, 3.88, 0.96]
['PUJQEQ', 0.67, 2726.0, 1823.3, 0.65, 1.03, 7.63, 6.19, 5.73, 1.65]
['PUWDOA', 0.77, 2205.2, 1695.1, 0.69, 0.89, 10.51, 8.82, 5.02, 1.8]
